
Mapa: ./mapas/mapa30.map
Nivel 0: Porcentaje de mapa descubierto restando errores: 100
Nivel 1: Porcentaje de mapa descubierto restando errores: 100
Nivel 2: Porcentaje de mapa descubierto restando errores: 100
Nivel 3: Porcentaje de mapa descubierto restando errores: 99.3333
Nivel 4: Porcentaje de mapa descubierto restando errores: 90

Mapa: ./mapas/mapa50.map
Nivel 0: Porcentaje de mapa descubierto restando errores: 96.2
Nivel 1: Porcentaje de mapa descubierto restando errores: 97.8
Nivel 2: Porcentaje de mapa descubierto restando errores: 97.56
Nivel 3: Porcentaje de mapa descubierto restando errores: 91.52
Nivel 4: Porcentaje de mapa descubierto restando errores: 84.92

Mapa: ./mapas/mapa75.map
Nivel 0: Porcentaje de mapa descubierto restando errores: 84.5333
Nivel 1: Porcentaje de mapa descubierto restando errores: 82.8978
Nivel 2: Porcentaje de mapa descubierto restando errores: 60.2667
Nivel 3: Porcentaje de mapa descubierto restando errores: 79.3956
Nivel 4: Porcentaje de mapa descubierto restando errores: 39.2533

Mapa: ./mapas/mapa100.map
Nivel 0: Porcentaje de mapa descubierto restando errores: 39.89
Nivel 1: Porcentaje de mapa descubierto restando errores: 51.19
Nivel 2: Porcentaje de mapa descubierto restando errores: 25.43
Nivel 3: Porcentaje de mapa descubierto restando errores: 36.34
Nivel 4: Porcentaje de mapa descubierto restando errores: 30.18

Mapa: ./mapas/cuadricula.map
Nivel 0: Porcentaje de mapa descubierto restando errores: 34.7
Nivel 1: Porcentaje de mapa descubierto restando errores: 34.52
Nivel 2: Porcentaje de mapa descubierto restando errores: 53.51
Nivel 3: Porcentaje de mapa descubierto restando errores: 49.56
Nivel 4: Porcentaje de mapa descubierto restando errores: 40.76

Mapa: ./mapas/medieval.map
Nivel 0: Porcentaje de mapa descubierto restando errores: 29.07
Nivel 1: Porcentaje de mapa descubierto restando errores: 30.08
Nivel 2: Porcentaje de mapa descubierto restando errores: 32.09
Nivel 3: Porcentaje de mapa descubierto restando errores: 20.33
Nivel 4: Porcentaje de mapa descubierto restando errores: 20.69

Mapa: ./mapas/picto.map
Nivel 0: Porcentaje de mapa descubierto restando errores: 38.5244
Nivel 1: Porcentaje de mapa descubierto restando errores: 0
Nivel 2: Porcentaje de mapa descubierto restando errores: 28.0889
Nivel 3: Porcentaje de mapa descubierto restando errores: 0
Nivel 4: Porcentaje de mapa descubierto restando errores: 0

Mapa: ./mapas/vertigo.map
Nivel 0: Porcentaje de mapa descubierto restando errores: 33.3
Nivel 1: Porcentaje de mapa descubierto restando errores: 0
Nivel 2: Porcentaje de mapa descubierto restando errores: 36.47
Nivel 3: Porcentaje de mapa descubierto restando errores: 27.96
Nivel 4: Porcentaje de mapa descubierto restando errores: 23.79

Mapa: ./mapas/paldea1.map
Nivel 0: Porcentaje de mapa descubierto restando errores: 18.78
Nivel 1: Porcentaje de mapa descubierto restando errores: 34.58
Nivel 2: Porcentaje de mapa descubierto restando errores: 39.53
Nivel 3: Porcentaje de mapa descubierto restando errores: 14.02
Nivel 4: Porcentaje de mapa descubierto restando errores: 13.96
